group_type,name,description,contact_emails,advisor,funding_category,tags,website_url,instagram_url,facebook_url,linkedin_url,youtube_url,twitter_url,tiktok_url,other_social_urls,source_url,directory_source_url
Undergraduate student group,"Latines in Pre-Med, Brown's","To promote equal opportunity and foster an inclusive community for all Brown students that are interested in issues impacting Latinx-identifying students at Brown University pursuing their aspirations in the field of medicine. Our mission is to provide guidance, support, and encouragement through collaborative efforts, ensuring that every member has an equitable chance to achieve their goals. Eligibility to Brown Latines in Pre-Med is open to all full-time undergraduate members of the Brown community and does not discriminate on the basis of race, color, religion, age, national or ethnic origin, disability, status as a veteran, sexual orientation, gender identity, gender expression, or sex. Majority Membership consists of full-time undergraduate students.",BLIP@brown.edu,Marisa Fortney,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/blipmed,,,,,,,https://studentactivities.brown.edu/organizations/latines-pre-med-browns,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Graduate student group,Latinx Graduate Collective,"The mission of our student group is to foster a supportive and inclusive community for Latinx graduate students by promoting collaboration, professional development, and cultural awareness. We aim to create a space where members can connect, collaborate, and thrive academically and personally.",lgc@brown.edu,,,Graduate Student Council recognized group,https://www.instagram.com/lgc.brown/,,,,,,,,https://www.instagram.com/lgc.brown/,https://sites.brown.edu/gsc/student-groups/
Undergraduate student group,Latinx Student Union,"The Latinx Student Union welcomes everyone to enjoy the community, growth, education, expression, and appreciation of all Latinx cultures and identities at Brown University.",latinxstudentunion@brown.edu,Antwan Bluster,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/lsuatbrown,,,,,,,https://studentactivities.brown.edu/organizations/latinx-student-union,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"League of United Black Womxn, The","The League of United Black Women at Brown University is a vibrant community open to all Brown students and is dedicated to fostering empowerment, and support for issues impacting Black women and femmes and those who support them.",theleague@brown.edu,Antwan Bluster,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/theleagueofunitedblackwomen,,,,,,,https://studentactivities.brown.edu/organizations/league-united-black-womxn,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Lecture Board, Brown","Brown Lecture Board invites thought-provoking speakers who provide insight that complements the academic, extracurricular and developmental elements of the Brown experience. In short, the club brings interesting and unique individuals to speak at Brown. Past guests have included: Metro Boomin, Keke Palmer, John Green, Colin Jost, Jennette McCurdy, Hasan Minhaj, Trevor Noah, Jane Goodall, Bill Nye, and President Joe Biden.",lectureboard@brown.edu,Marisa Fortney,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/brownlectureboard,https://www.facebook.com/brownlectureboard/,,,,,,https://studentactivities.brown.edu/organizations/lecture-board-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Liber Brunensis,"Liber Brunensis is Brown University’s official yearbook, created by a student-run organization that captures and commemorates the student experience each year. The group is responsible for designing, editing, and publishing the yearbook, highlighting major events, student life, and senior portraits to preserve the memories of each graduating class.",liber@brown.edu,Mia McKinney,Category 1,UCS Recognized Undergrad Student Groups,,https://instagram.com/brown_yearbook,,,,,,,https://studentactivities.brown.edu/organizations/liber-brunensis,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Lifting Limits,"Lifting Limits is a 501(c)(3) organization dedicated to bridging generational divides and fostering connections that enrich communities and empower individuals. Its mission is to combat senior isolation while providing younger generations opportunities to learn, grow, and thrive. Through innovative programs and partnerships with schools, universities, and local organizations, Lifting Limits creates spaces that promote mutual understanding, respect, and inspire lifelong service and connection.",liftinglimits@brown.edu,Antwan Bluster,Category 1,UCS Recognized Undergrad Student Groups,,,,,,,,,https://studentactivities.brown.edu/organizations/lifting-limits,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Lion Dance, Brown University","Brown Lion Dance is a student group dedicated to practicing and honoring the ancient art of lion dance. Performances are meant to bring good fortune, drive away evil, and manifest prosperity and happiness. Brown Lion Dance typically performs for on-campus cultural events, as well as community events in the greater New England area.",liondance@brown.edu,Jen Lucero,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/brownliondance,https://www.facebook.com/BrownLionDance/,,,,,,https://studentactivities.brown.edu/organizations/lion-dance-brown-university,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,Loving Him Was Brown: The Taylor Swift Club,"LHWB talks about, listens to, and plans events around global popstar Taylor Swift.",lovinghimwas@brown.edu,Malcom Moniz,Category 1,UCS Recognized Undergrad Student Groups,,https://instagram.com/lovinghimwasbrown,,,,,,,https://studentactivities.brown.edu/organizations/loving-him-was-brown-taylor-swift-club,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Madrigal Singers, Brown","The purpose of the Madrigals shall be to learn and perform classical, choral, traditional, and contemporary a cappella music for the benefit of the members of the Mads, the Brown community, the Providence community, and the New England community as a whole. Each semester, the Mads welcome all students to audition to become part of the Madrifam!",madrigals@brown.edu,Jen Lucero,Category 2,UCS Recognized Undergrad Student Groups,,https://instagram.com/brown.madrigals,,,,,,,https://studentactivities.brown.edu/organizations/madrigal-singers-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
Undergraduate student group,"Magic the Gathering Club, Brown","The Brown Magic the Gathering Club hosts biweekly meetings to play Magic the Gathering, the most popular trading card game in the world. Meetings are open to participants of any skill level, and the club hosts new player events monthly. Meetings typically include gameplay in a variety of formats, such as commander, draft, cube, canadian highlander, and more! Other events include deck building challenges, trivia, and more.",brownmtg@brown.edu,Malcom Moniz,Category 1,UCS Recognized Undergrad Student Groups,,,,,,,,,https://studentactivities.brown.edu/organizations/magic-gathering-club-brown,https://studentactivities.brown.edu/student-groups/undergraduate-student-groups
